

没有户口就不能办理重大疾病转诊单吗		询问_业务_材料
自由人交养老保费中途死亡的给丧葬费吗		询问_宣告死亡
哪些银行推出意外/疾病身故免还款"特别保障		询问_保险责任
求推荐一款好的儿童意外险		介绍_定义_保险种类
以前在公司交五险现在离职了九月份孩子上一年级不交五险能上吗自己交行吗		询问_保费_缴纳
想给爸妈买健康保险，有没有适合中老年人的健康保险		询问_产品_推荐
以前在公司交五险现在离职了九月份孩子上一年级不交五险能上吗		询问_保费_缴纳
新生儿的住院费用能不能报销？		询问_产品_费用与报销
新生儿办合作医疗用身份证问题		询问_合作单位_合作医院
领用大龄补贴期间可否继续享受医保及大病保险，如何办理？		other
新华福禄递增交费二十年好还是十年好?那个收益高?		询问_增值服务_内容
妈妈新农保在外地新生儿农保可以办吗		承保_投保_情景
机动车只交强险：不买商业险可以吗？		限制_投保_职业
生育保险断交了孩子出生能报销吗?急!在线等！！		询问_产品_费用与报销
住院花了13万医保报了5万，大病救助能给多少钱啊		询问_保费_核算
事故住院写假证明报医保证明写		介绍_定义_释义项
至尊q769959999纬来分红全部到位,有遗漏联系		询问_联系方式
我孩子今年七岁了，现在上幼儿园，现在交社保能上一年级吗		询问_产品_推荐
平安鑫盛终身寿险分红型2012被保人受什么益		other
富德理财保险优愈期是十个工作日吗		询问_产品_优惠
关于人身意外伤害险逾期续保的问题		介绍_定义_保险种类
理财产品五年今天到期了还要不要去退保还是自动到帐		询问_合同_解除
新华万能险结算利率怎么样		介绍_定义_释义项
新华保险大病小病都保,还返钱是什么险种		询问_产品_属于_保险种类
生小孩花了7200.社保能报多少		询问_保费_核算
综合交通意外保险保什么，保障范围有哪些？		询问_保险责任
道路交通意外险在哪里买？网上有卖吗？		询问_投保_指引
道路交通意外险保险责任有哪些？		询问_保险责任
2001年买的[中国人寿】国寿鸿运少儿两全保险(分红型)价格1694元怎么分红?		询问_保费_核算
2015年农村新型医疗保险和城镇居民医疗保险合并以后赔付意外伤害吗		保障_范围_情景
未到退休年龄死亡养老保险能领取多少		询问_合同_解除
招财宝的借款产品和保险理财产品哪个安全		询问_保单_借款
哪家的重大疾病保险好		other
国华人寿财富增值银保三年趸交(2011)收益		询问_保险责任
计划下个月和同学一起去旅行，想买份保险，可是不知道买多少钱的保险合适		询问_产品_推荐
面对收入低，物价高，教育医疗太贵国家应该怎么办		询问_增值服务_内容
生命红上红c款两全保险 分红型没到期怎么办理退出		询问_合同_解除
宝宝进新生儿科母亲社保能保销吗		询问_产品_推荐
在幼儿园交了100保费,保险公司接受案件,并出了资料交接凭证,请问什么时候获得理赔		询问_合同_成立
大家在哪里买意外险？夸客联盟怎么样？		询问_投保_指引
医疗保险住院不满72小时能报销吗?		询问_产品_费用与报销
2014年12月份住院的医疗保险什么时候发放		other
国寿福禄双喜两全保险 分红型还是平安守护星分红型好		询问_产品_属于_保险种类
车辆撞人，伤者住院，现在伤者要求找护理工，这部分钱是由我出吗		理赔_申请_资料
在网上预约挂号输入社保编码怎么实名卡验证失败		询问_增值服务_内容
帮忙推荐一份少儿保险，谢谢		询问_保费_核算
平安智慧星终身寿险(万能型)的一些问题		other
给孩子上的保险脱保有什么影响		询问_信息误告
退休人员还享受意外险吗		询问_合同_解除
有转院证明的低保病人到外地住院的药费报销百分比是多少		询问_产品_费用与报销
今天去工商银行办卡 被忽悠办了生命如意宝一号年金保险 可靠吗		other
41岁买终身重大疾病还是买附加重大疾病		介绍_定义_疾病种类
本人22岁 弄婚嫁保险能合适吗？还有没有必要		限制_投保
邮政储蓄存钱变成保险可以退保吗		询问_合同_解除
国寿鸿运少儿两全保险分红型一年要交3388要交到15岁到时候拿多少钱		询问_产品_费用与报销
2015早产婴儿父母有医保需要哪些证件		限制_投保_特殊人群
平安鑫盛终身寿险45岁人适合吗?		限制_投保_特殊人群
新农合生孩子可报销金额和补偿金额是怎么回事？		询问_补偿原则
玻璃体出血手术医保报销吗		询问_产品_费用与报销
请问珠江人寿保险鸿运年年可以领教育金，婚嫁金，创业金吗？我每年存利是8451.86元		询问_保单_缴纳_期缴
外地户口有暂住证有买社保小孩可以在顺德读小学吗		区别
邮政储蓄代理的华夏财富一号两全保险万能型是骗人的吗		other
慢粒是国家纳入二+种重大疾病之一的病，目前全社会上下是怎么关心和重视的		other
2012买1万元人寿富贵金鼎分红型E款请问2012年分利多少 、		询问_保费_缴纳_年期
想买个重大疾病保险买哪家的好？		询问_投保_指引
骑电动车摔伤在监护室的费用，农村合作医疗能报销么？		询问_产品_费用与报销
在邮政买的鑫利年金保险a款保单定期一年到期了取出来还用扣手续费吗		询问_收益
单位不上保险每同多给三百元而且说意外不管合法吗?		询问_保险责任
职工医保大病扶助总费用达到多少才能报		限制_投保_职业
自由职业者交的医保包括意外吗		限制_投保_职业
如果被保险人死亡,有指定受益人,需要什么手续才能拿到钱		询问_受益人
给小孩买保险的祝福语大全		询问_投保_年龄_限制
2014年平安世纪天骄收益率多少		介绍_定义_释义项
小孩有社区保险有买了保险公司保险能双份报销吗		限制_购买_产品
平安智富人生终身寿险万能b型到了60周岁怎么领取养老金？		询问_保费_核算
在云南省购买失地养老保险后,缴费人死亡,是否退还剩余保费		询问_合同_解除
生命红上红e款两全保险 分红型 怎么赔偿		理赔_申请
前海人寿保险尊享理财二号年金保险投保后什么时候可以退保		询问_合同_解除
想用孩子的压岁钱给孩子买教育金保险，可是不知道买哪种教育保险合算		询问_投保_年龄_限制
无购买城乡医疗保险的患重大疾病是否可以申请重大疾病救助金?		介绍_定义_疾病种类
有必要给小孩子买意外保险吗		询问_投保_年龄_限制
生命人寿一号年金保险万能型怎么计算		询问_产品_推荐
99年的小孩适合保什么样的险		询问_投保_年龄_限制
富德人寿 生命鑫运年金 分红型 两年退多少钱		询问_合同_解除
国泰美怡重疾和康怡重疾有何不同		区别_疾病种类
户口本上有五个人,四个人入了农村合作医疗,有一人住院,住院费用合作医疗给报		介绍_定义_释义项
新华保险畅行无忧两全保险加什么医疗保险好处多		询问_附加险
我现己生病住院，在外务工有社保在家买的医疗农活还能报销吗？		询问_产品_费用与报销
飞机保险跟自己的保险能重复理赔吗		理赔_申请
我买了太平洋人寿保险分红险，三万五的到期能拿多少？		介绍_定义_保障项目
30岁,月工资2000想买重疾险		询问_保费_核算
信泰人寿分红型交了三年，一年一万，想退保需要什麼手续，能退多少		询问_合同_解除
老公失踪六年了，给女儿交的保险收益人是他，投保人也是他，我想把收益人转入女儿名下，投保人转到我名		限制_投保人
我想问一下新华保险大病32和45种那种那种比较合适		询问_疾病种类_包含_疾病
交3万红双喜分红险,一年能分多少钱		询问_保费_核算
我已经有20万保障的重疾保险 还需不需要在吗单独防癌险 （手里有一定的闲钱）		other
425元一年的是什么意外险		介绍_定义_保险种类
公司交的医保木有任何证明住院费用怎么报销		询问_产品_费用与报销
我在农业银行存钱,大堂经理向我推荐阳光人寿两全保险有问题吗		限制_投保_职业
惠福宝二代年金保险2年末连本带利能取出来吗？		other
社保开支死亡给当月工资吗		other
儿童医保自费多少后才能统筹		other
白癜风住院属不属于医保范围之内		询问_产品_费用与报销
在妇幼生孩子，农村医保能报销吗？能报多少		询问_产品_费用与报销
住院现金预交款和农合预交款的区别		介绍_定义_释义项
海康康健一生重大疾病含意外伤害险吗		询问_如实告知
我给孩子交了中国人寿的学生险保险7年了现在想退了能退吗？求解！！		询问_合同_解除
我今年39岁,买健康福星增额(20l4)重大疾病保险100000万每年需缴费多少		询问_保费_核算
新华保险一年定期存款,存八万能长多少利息		介绍_产品_对比
幸福人寿保险股份有限公司的幸福聚福宝两全保险(分红型)查询自己的分红情况		介绍_定义_释义项
骑电动车意外伤害保险一年多少钱?		询问_保单_缴纳_期缴
我给孩子买了新农合还有医疗保险,现在哮喘可报吗		询问_产品_推荐
孩子买的保险退了,为什么银行卡上还小儿管理费		询问_合同_解除
鑫盛终身寿险2751.49元		other
保险分红单上的本期红利和累积红利是什么意思？这两个都是我领取吗？		限制_红利申请
医保排外单怎么办 骨折住院需到社保局开排外单需要什么手续？		询问_产品_费用与报销
坐雪圈意外属于医保范围吗?		保障_范围_疾病
新生儿第一年落地险给我一张纸条，怎么续交		other
50元学校买的意外险住院花了7千多能报多少		询问_产品_费用与报销
新华尊逸人生和锦绣一生那款养老年金拿的多?		介绍_产品
平安智盈人生终身寿险（万能险）		限制_投保_特殊人群
新华保险分红型合同到期如何结算		询问_产品_属于_保险种类
诚信[惠康]重大疾病保险怎么样？		询问_产品_属于_保险种类
新华福享一生如每年返二千和分红都不拿二十年后每年大约能拿多少年金		other
机关事业单位工作人员养老保险职业年金年限从何时算		询问_保险期间
我有五险了再买国寿附加防癌两全保险还有用吗		理赔_条件
请问新华分红险没到期想取出，怎么办理		介绍_定义_保障项目
新华保险住院费用2007是怎么回事		询问_产品_费用与报销
我想买人寿商业养老保险哪一种以较好		限制_投保_职业
金玉人生两全保险分红型共投保30万元每年投3万元到期本金共多少元		other
新华成长阳光适合九岁男孩买伐		询问_投保_年龄_限制
退生命今生如意年金保险需要手续费嘛犹豫期是多长时间		询问_犹豫期
中英大病双重保险一年交6458交15年到70岁能拿回多少钱		询问_保费_核算
女孩做平安平安金融 融资这行怎么样		保障_范围_情景
合众长红两全保险保合同号000100815029317收益如何?		other
邮政办的国寿鑫年金a款，利率多少		询问_保费_缴纳_年期
我有15万元工资每月5干什么保险都没有买你们说怎样理财比较好		other
新华福享一生给孩子买划算还有给大人买划算?		询问_投保_年龄_限制
关于生命财富宝一号年金保险退保疑惑		询问_合同_解除
工行安盛人寿财富成长两全保险给客户回执都有哪些		询问_保险金_给付
国寿新鸿泰两全保险分红型退保（5年期的，现存了3年）		other
父母离婚后婚嫁保险怎么领取		限制_投保
社保里的大病险可以补交吗		限制_购买_产品
投保20年的大病保险,保额是16万,每年交保费4080元已经交了三年,如果退保大约损失多少钱？		other
新华福享一生五年交和十年交那个收益快		other
万能保险可靠吗？		介绍_产品
中国人寿保险福满一生分红险这个险种理赔麻烦吗		理赔_申请_资料_保障项目
2011到2014年的人保寿险的分红是多少？		other
农行稳得福两全保险交了两年怎么退保，退保后还能拿到多少钱		询问_合同_解除_时限
我在人寿分红保单存了15万 定期六年 现在已满两年我想退保 可以拿到本金吗 如果扣的话要扣多少		询问_合同_解除
平安智慧星产品如果孩子在30天内得急性阑尾炎手术费给报吗		介绍_定义_疾病
中国人寿一年交1797元买保险国寿康宁终身重大疾病 一年1800元每年要交。是不是被骗了		询问_产品_推荐
养老保险金末领足139个月死亡,家属可继承吗		询问_宣告死亡
意外医疗 和意外住院医疗的区别		询问_合作单位_合作医院
平安开心幼儿卡帐号密码忘记		other
人保寿险和谐人生终身寿险（万能型）A款，现在适合退保吗？		询问_合同_解除
关于“国寿安欣无忧两全保险“的问题		other
中国人寿保险国寿鸿富两全保险（分红型）,一次交清1万元、满期6年。请问满期的时候，我能拿到多少钱？		询问_保费_缴纳
机票的交通意外险和航空意外险可不可以不买		介绍_定义_保险种类
中央台是否播报寿险大病险保费即将上涨		介绍_定义_疾病种类
车辆在高速路出事故后关于保险理赔的问题		理赔_申请
平安保险的福星少儿十八岁返多少钱		other
新华保险健康福星增额重大疾病保险有哪些重大疾病		询问_疾病种类_包含_疾病
新华福如东海a款分红型怎样退款		询问_合同_解除
购买人生意外保险附加医疗住院保险敢低收费多少钱一年		询问_产品_最低保额
平安知慧星多长时间有收益		other
孩子从被猫挠伤,打了狂犬疫苗,到现在快一个月了,学生幼儿保险,还能报销了吗?		询问_产品_推荐
有合适38岁终身重疾分红型的保险吗		other
金佑人生有哪60种重大疾病		询问_疾病种类_包含_疾病
保险销售过程中客户不想把钱留给孩子该怎么回答		other
赶春运坐火车回家，想买一份意外险给自己一个保障，最好是购买起来操作简单，有推荐的吗？		询问_产品_推荐
工厂停工工人意外死亡算不算工伤标准啊？		询问_宣告死亡
儿童当时住院自费之后能走市医保报销吗，需要提供什么手续，怎么办理?		询问_产品_费用与报销
我买33吨货物运输险，保额50万，车实拉35吨发生交通事故，造成整车货损五分之一，怎么申请赔偿？		询问_保险金额
社保生孩子可以报销多少		询问_产品_费用与报销
算算徐秀兰寿命和寿险		other
单位商业医疗保险孩子在老家看病能报销吗		询问_产品_费用与报销
左手手腕处割破怎么填新农村医疗意外伤害申请补偿审批表		询问_补偿原则
开车发生事故住院花4000元强险能报多少钱?		询问_保费_核算
在外地住院花两千块钱回老家可以报销多少		询问_产品_费用与报销
规定上写子宫全切手术给理赔，是不是次全切就不给理赔？谢谢。		理赔_申请
长安区患者重大疾病贫困补助可以补助多少？		理赔_申请_资料
大病救助申请书怎样写		询问_投保书_填写
想买重大疾病的保险，大家觉得新华保险如何？		介绍_产品_对比
新华保险尊享人生年金保险分红型		询问_合同_成立
珠江宝赢一号两全保险产品安全吗		介绍_产品
农村危房倒塌受伤，社会保险，住院给报多少？		询问_产品_费用与报销
遗霜没有单位（爱人有单位，爱人已死亡）个人自己买有养老保险单位不给发生活费了		介绍_定义_保障项目
去邮政储蓄定期存款变正德龙福宝保险，可靠吗？三年后能拿到本金和利息吗？		询问_保险责任
关于住院费医疗保险怎样报销规定		询问_产品_费用与报销
在住院保险中 保险人为了控制保险长时间住院，常用条款是损失补偿条款吗		介绍_定义_释义项
团体人身意外险怎么赔偿		理赔_申请
新生儿2月出生什么时间可以办理居民医保		询问_合同_成立
买了女性专用的保险，保障项目包含女性癌症和意外事故，另外还买了一般的意外保险和重大疾病保险。		询问_投保_指引
交通事故3000元左右用商业保险会影响明年保费		询问_合同_解除
大病救助人去世了还有二次报销吗		询问_产品_费用与报销
给员工买意外伤害险怎么让企业成为受益人		询问_受益人
车祸死亡,意外保险赔多少		询问_保险责任
学校保险能保自身疾病吗，比如动手术什么的！不是意外事故。		介绍_定义_释义项
保险分红型和全能型分别是什么意思？有什么区别		区别
父亲住院没有在3天内报案，在合作医疗了，能报销吗？		询问_产品_费用与报销
太平年金保险中途可取吗		other
大学生放寒假出车祸死亡学校保险不在范围内怎么办		理赔_情景_全残或身故
平安寿险的万能险提前两个月取回		询问_材料退还
急诊住院期间断了保险,补缴保险,还能报销医药费吗我得是宫外孕，大出血，我选最近的医院抢救。住了九		询问_产品_费用与报销
合众至盈长红两全保险是1年还是5年的保险。		other
没有交四金能否享受大病医保		询问_保险责任
事业单位生病住院报销比例？		询问_产品_费用与报销
建行幸福分红险到期本金会不会折损		询问_产品_优惠
请问意外保险，医疗保险，重大疾病保险都有什么区别？会有重叠的部分吗？		询问_产品_推荐
合众爱心宝赔过重疾后还有身故金吗?		理赔_申请_保障项目
你好，我也是被银行忽悠了，买了平安金宝盆两全保险分红型2，交费年期五年，保险期间十年，马上到第三年了		询问_保费_缴纳_年期
意外医疗报销的范围有哪些？感冒发烧能报吗		介绍_定义_疾病
医保本来1月扣款由于钱不够要2月底才扣我现在做手术可以报销吗		询问_产品_费用与报销
大病救助报销比例是多少		询问_产品_费用与报销
生完孩子后换单位 可以领生育津贴吗		询问_投保_年龄_限制
扬洲地区生二胎检查费用和住院费用医保卡可不可以报销		询问_产品_费用与报销
生完孩子单位让去保险处领六个月的工资那时什么		询问_增值服务_内容
职工家属患大病职工有陪侍假么		询问_产品_推荐
我买生育险,老婆计划外生孩子我能那到保险金吗?		介绍_产品
我买生育险,老婆计划外生孩子我能那到保险金吗?我们超生二孩，能拿到生育保费吗		介绍_产品
大病医疗可以递减个人工资税吗		other
农合大病保险何时报销？找哪个部门		询问_产品_费用与报销
<518国寿鑫如意年金保险>我刚保几天又要退怎么办		询问_合同_解除
农村保险对于自己发生酒后交通意外的病人住院费可以报几成？		询问_产品_费用与报销
儿童保险那种好一些？		介绍_产品
国寿康宁终身大病保险要是查出大病过一年做手术还给保险吗		询问_产品_推荐
患者2012年5月14日投保新华吉祥至尊附加08重大病保险于当月出现间断头晕乏力2		询问_附加险
国寿瑞鑫两全保险(分红型)交六年退保怎样算		询问_合同_解除
理财投资 为什么首选增额分红保险		变更_保险金额
在居住地住院，大学生医保卡能报销吗？（学校和居住地同为陕西省）		询问_产品_费用与报销
子女在社会保障局参保后死亡父母应申请什补贴		询问_保险责任
平安意外险包不包括户外探险自助旅行		询问_产品_费用与报销
父母居住证 新生儿可以办医保吗		限制_投保
我是1964年出生的女士,干教育30年,退休工资有多少		other
什么婴幼儿医疗保险可以在青海省三甲医院保险		询问_合作单位_合作医院
平安福终身寿险，护身福、豁免重疾C12、护身福重疾、长期意外13，想知道这份计划做的怎么样？谢谢！		other
为什么医保停交补费后要半年后才能住院使用		询问_保费_核算
不住院医保可以退出系统		询问_产品_推荐
新华团体意外保险怎么买与新华保险团体意外险条款		询问_保险条款
寿险费率改革政策将对保险业发展产生哪些影响		询问_保费_缴纳_忘缴
哪个公司的重大疾病保险好		询问_公司_产品
太平意外伤害保险投保年龄是多少		询问_投保_年龄
重大疾病保险，有最高30万的说法吗		询问_产品_最高保额
鸿运少儿分红保险好吗		other
意外险，现在哪种意外险保障的最多？		询问_保险期间
"万能团圆险"的理赔流程可在出现后多长时间拨打95511报案		理赔_申请_资料
关于儿童险的问题，家长怎么给孩子投儿童险？哪种合适？		询问_投保_指引
齐齐医保缴费，小孩缴费银行卡没有提示扣费，有可能扣的时候卡里钱不够，怎么办		询问_保费_缴纳_年期
大家好！我是生命人寿的员工，公司有理财险，教育险，意外险，养老险，医疗险，		询问_产品_推荐
为啥要把医疗保险280元分成医保250元和大病保险30元.不知道共产党想干啥.难道		other
14.年5月8日住院丨5年1月办低保医药费怎么报		询问_产品_费用与报销
